번호,상세 위치,설치 위치,도로명주소,위도,경도,전화번호,latitude,longitude
7840,15층 로비,한국오라클유한회사,"서울특별시 강남구 영동대로 517, 아셈타워 (삼성동)",127.0597581,37.51311015,010-5818-8521,37.51311015,127.0597581
7841,ASEM Tower 16층,한국오라클유한회사,"서울특별시 강남구 영동대로 517, 아셈타워 (삼성동)",127.0597581,37.51311015,010-5818-8521,37.51311015,127.0597581
7842,B존,현대건설힐스테이트삼성오피스텔신축공사현장,서울특별시 강남구 테헤란로79길 11-1(삼성동),127.0550418,37.50758253,010-5551-6658,37.50758253,127.0550418
7843,대치동 964 현장근로자 출입게이트,현대건설디에이치대치에델루이신축공사,서울특별시 강남구 역삼로 542(대치동),127.0601052,37.50313955,010-2386-9760,37.50397984,127.0623438
7844,202동 1층 현관 경비실 앞,DMC래미안클라시스(임대),"서울특별시 서대문구 증가로 191(남가좌동, DMC래미안클라시스)",126.9173896,37.57849412,02-309-5742,37.57849683,126.9173923
7845,지하3층 4-2 승강장 지점,서울시메트로9호선김포공항역,"서울특별시 강서구 하늘길 지하77, 김포공항역 (방화동)",126.8012784,37.56231321,02-2656-0902,37.56231321,126.8012784
7846,지상2층 안전관리실 창문 옆,서울시메트로9호선개화역,서울특별시 강서구 개화동로8길 38(개화동),126.7969728,37.57837799,02-2656-0901,37.57916644,126.7980723
7847,C동 7층,SK엠앤서비스(주),"서울특별시 금천구 가산디지털1로 131, BYC HIGHCITY (가산동)",126.8819822,37.47708291,010-39341-502,37.47708291,126.8819822
7848,4층,SK엠앤서비스(주),"서울특별시 금천구 디지털로9길 41, 삼성IT해링턴타워 4층 (가산동)",126.8806648,37.47789556,010-39341-502,37.47920538,126.885891
7849,민원실 내,시흥5동주민센터,서울특별시 금천구 금하로24길 6(시흥동),126.9083415,37.4507346,2104-5520,37.4507346,126.9083415
7850,지하1층 GS25편의점 옆,서울시메트로9호선공항시장역,"서울특별시 강서구 방화동로 지하30, 공항시장역(9호선) (공항동)",126.8104923,37.56355551,02-2656-0903,37.56355551,126.8104923
7851,지하1층 안전관리실 창문 옆,서울시메트로9호선신방화역,"서울특별시 강서구 방화대로 지하301, 신방화역 (방화동)",126.8172523,37.56749559,02-2656-0904,37.5676834,126.8165246
7852,제2관리사무소,독립문극동아파트(임대),"서울특별시 서대문구 독립문공원길 17(현저동, 독립문극동아파트)",126.9551984,37.57238119,02-313-8404,37.57238119,126.9551984
7853,체육동지하1층 로비,마포아트센터,"서울특별시 마포구 대흥로20길 28, 마포아트센터 (대흥동)",126.9455338,37.54990609,010-7919-7914,37.54990609,126.9455338
7854,공연동1층 로비,마포아트센터,"서울특별시 마포구 대흥로20길 28, 마포아트센터 (대흥동)",126.9455338,37.54990609,010-7919-7914,37.54990609,126.9455338
7855,공연동2층 로비,마포아트센터,"서울특별시 마포구 대흥로20길 28, 마포아트센터 (대흥동)",126.9455338,37.54990609,010-7919-7914,37.54990609,126.9455338
7856,공연동3층 로비,마포아트센터,"서울특별시 마포구 대흥로20길 28, 마포아트센터 (대흥동)",126.9455338,37.54990609,010-7919-7914,37.54990609,126.9455338
7857,율현공원 관리사무소,동부공원여가센터(조경지원과),"서울특별시 강남구 밤고개로21길 91, 율현공원 (율현동)",127.1161223,37.47463125,02-459-9451,37.47463125,127.1161223
7858,휴게실,한남여객운수(주),"서울특별시 관악구 신림로 98, 한남여객운수(주) (신림동)",126.9389211,37.47127472,873-8730,37.47095139,126.93883
7859,상계구민체육센터 지하2층 승강기 앞,노원구시설관리공단,서울특별시 노원구 덕릉로 748 (상계동),127.0768187,37.66420286,02-2289-6853,37.66424626,127.0768275
7860,불암산종암스타디움 배드민턴장 2층 안내데스크 앞,노원구시설관리공단,"서울특별시 노원구 중계로 36, 불암산스포츠타운 (공릉동)",127.0832403,37.63877923,02-2289-6853,37.63877923,127.0832403
7861,7층 사무실 내 비상계단 옆,LX한국국토정보공사 서울동부지사,"서울특별시 성동구 광나루로 320-2, YD빌딩 (성수동2가)",127.0649453,37.54790553,010-8034-8984,37.54790553,127.0649453
7862,공릉동다목적구장 관리실,노원구시설관리공단,"서울특별시 노원구 화랑로51길 17(공릉동, 화랑타운아파트)",127.0876641,37.62286692,02-2289-6853,37.6230768,127.0893509
7863,마들축구장 관람동 방송실 앞,노원구시설관리공단,"서울특별시 노원구 덕릉로 460, 노원에코센터 (상계동)",127.0581726,37.64395385,02-2289-6853,37.64438255,127.059922
7864,초안산테니스장 휴게실,노원구시설관리공단,"서울특별시 노원구 마들로5가길 113, 초안산스포츠타운 (월계동)",127.0516632,37.63794647,02-2289-6853,37.63836253,127.0517392
7865,관리사무소 출입문,대현산배수지공원,서울특별시 성동구 금호로 172-1(금호동1가),127.0211582,37.55708446,02-2293-7646,,
7866,테니스장,대현산배수지공원,서울특별시 성동구 금호로 172-1(금호동1가),127.0214295,37.55585906,02-2293-7646,,
7867,1층 로비,(주)유안타증권,"서울특별시 중구 을지로 76, 유안타증권 (을지로2가)",126.9862327,37.56570927,010-4333-6095,37.56570927,126.9862327
7868,1층,(주)노랑풍선,"서울특별시 중구 수표로 31, 노랑풍선 빌딩 (저동2가)",126.9897881,37.56402458,02-6719-9928,37.56402458,126.9897881
7869,무악정,안산,서울특별시 서대문구 연희로32길 90(연희동),126.9434413,37.57458817,02-330-1715,37.57753109,126.9396122
7870,노원구민의전당 1층 안내실 앞,노원구시설관리공단,"서울특별시 노원구 동일로 1229, 노원구민의전당 (중계동)",127.0663451,37.6389605,02-2289-6853,37.6389605,127.0663451
7871,미래의학관 지하2층 중앙로비,삼성서울병원,"서울특별시 강남구 일원로 81, 삼성서울병원 (일원동)",127.0895902,37.49034451,010-9492-1571,37.49034451,127.0895902
7872,양성자센터 1층 로비,삼성서울병원,"서울특별시 강남구 일원로 81, 삼성서울병원 (일원동)",127.0895902,37.49034451,010-9492-1571,37.49034451,127.0895902
7873,후문 초소,삼성서울병원,"서울특별시 강남구 일원로 81, 삼성서울병원 (일원동)",127.0895902,37.49034451,010-9492-1571,37.49034451,127.0895902
7874,정문 초소,삼성서울병원,"서울특별시 강남구 일원로 81, 삼성서울병원 (일원동)",127.0895902,37.49034451,010-9492-1571,37.49034451,127.0895902
7875,예촌경로당 1층,남현동주민센터,"서울특별시 관악구 남현길 41, 구립 예촌경로당 (남현동)",126.9768782,37.47453441,02-588-1331~3,37.47453441,126.9768782
7876,시립신림청소년단기쉼터 3층,시립신림청소년단기쉼터,"서울특별시 관악구 신림로 376, 시립신림청소년단기쉼터 (신림동)",126.9289325,37.48791051,879-7942,37.48791051,126.9289325
7877,2층 휴게실,시립신림청소년중장기센터,"서울특별시 관악구 난곡로24가길 54, 시립신림청소년중장기쉼터 (신림동)",126.9233859,37.46915046,3281-7942,37.46915046,126.9233859
7878,관악구클린센터 1F~2F계단 중간,관악클린센터,"서울특별시 관악구 봉천로 167, 관악구클린센터 (신림동)",126.9207961,37.49038121,879-4983,37.49038121,126.9207961
7879,8층 출입문옆,아이지에스(주),"서울특별시 영등포구 문래로28길 25, 세미콜론문래 (문래동3가)",126.8999754,37.5163887,02-2271-8584,37.5163887,126.8999754
7880,주민쉼터,서울주택도시공사강남주거안심종합센터,"서울특별시 강남구 선릉로 615, 썬라이더빌딩 (논현동)",127.0430016,37.5117572,010-9447-9157,37.5117572,127.0430016
7881,22층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7882,21층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7883,19층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7884,18층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7885,17층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7886,16층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7887,14층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7888,11층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7889,10층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7890,9층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7891,8층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7892,7층 중앙통로(화장실옆),현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7893,지하1층 수영장 입구 파우더룸 벽면,온조대왕문화체육관,"서울특별시 강동구 고덕로 285, 온조대왕문화체육관 (고덕동)",127.1574539,37.5567272,02-428-2018,37.5567272,127.1574539
7894,"2층 출입문 내 좌측 15미터, 민원신청 서류대 벽면",성내제1동주민센터,"서울특별시 강동구 성내로 13, 성내1동주민센터 (성내동)",127.122458,37.53047772,02-3425-7760,37.53047772,127.122458
7895,편의점 내,CU안암학사점,서울특별시 성북구 개운사2길 48 (안암동5가),127.028737,37.5913368,010-9878-4786,37.59003868,127.0274195
7896,점포 내부,CU동선중앙점,"서울특별시 성북구 동소문로22길 54, 1층 (동선동2가)",127.0184503,37.59074158,010-2358-0350,37.5907115,127.0183832
7897,민원실 입구,신사1동주민센터,"서울특별시 은평구 은평로2길 2, 신사1동주민센터 (신사동)",126.9117597,37.59779426,02-351-5333,37.59779426,126.9117597
7898,1층 무인민원 발급창구 옆,역촌동주민센터,"서울특별시 은평구 연서로 59, 역촌동주민센터 (역촌동)",126.9151009,37.60440241,3515314,37.60440241,126.9151009
7899,6호선 연신내역 대합실,6호선 연신내역,"서울특별시 은평구 통일로 지하849, 3,6호선 연신내역사무소 (갈현동)",126.9211621,37.618962,02-6311-3211,37.618962,126.9211621
7900,1층 민원실 입구,응암3동주민센터,"서울특별시 은평구 불광천길 410-17, 응암제3동주민센터 (응암동)",126.9148871,37.59232799,02-351-5282,37.59222993,126.9157173
7901,역사 맞이방 2층,경의중앙선디지털미디어시티역,"서울특별시 은평구 수색로 193, 경의선 디지털미디어시티역 (수색동)",126.9002506,37.5778765,02-305-1030,37.5778765,126.9002506
7902,후문 경비실,답십리래미안엘파인아파트(분양),"서울특별시 동대문구 한천로37길 33 (답십리동, 래미안엘파인아파트)",127.0658133,37.57632455,010-9959-8837,37.57632455,127.0658133
7903,관리사무소,래미안용두1차아파트(임대),서울특별시 동대문구 고산자로29길 18,127.0370188,37.57638511,010-3701-9792,37.57638511,127.0370188
7904,삼청공원관리사무소,삼청공원,"서울특별시 종로구 북촌로 134-3, 삼청공원 (삼청동)",126.9838135,37.58770331,02-2148-4150,37.58797869,126.9840868
7905,우편함 복도내,전농동아아파트(임대),"서울특별시 동대문구 서울시립대로 31 (전농동, 동아아파트)",127.0458645,37.57531055,02-2245-0091,37.57531055,127.0458645
7906,사무실 입구,서울중구정신건강복지센터,"서울특별시 중구 서소문로6길 16, 중림종합복지센터 3층 (중림동)",126.9662595,37.55943026,02-2236-6606,37.55943026,126.9662595
7907,학생누리관 202호(보건실),서울여자대학교,"서울특별시 노원구 화랑로 621, 서울여자대학교 (공릉동)",127.0916212,37.62738159,02-970-5075,37.62738159,127.0916212
7908,지하경비실앞,낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",126.9879025,37.57276352,02-743-4200,37.57276352,126.9879025
7909,사무실출입구,아름다운뜰안에요양원,서울특별시 종로구 평창21길 70 (평창동),126.9682961,37.61153687,02-396-0461,37.61153687,126.9682961
7910,1층 중앙현관 입구,동국대학교사범대학부속고등학교,"서울특별시 동대문구 장안벚꽃로 201, 동국대학교사범대학부속중고등학교 (장안동)",127.075133,37.57804718,6913-1574,37.57804718,127.075133
7911,고객안전실 앞,2호선 충정로역,"서울특별시 서대문구 서소문로 지하17, 충정로역(2호선) (충정로3가)",126.964474,37.5598378,02-6110-1167,37.5598378,126.964474
7912,관리사무소 1층,독립문극동아파트,"서울특별시 서대문구 독립문공원길 17(현저동, 독립문극동아파트)",126.9556488,37.57213368,02-393-0180,37.57238119,126.9551984
7913,12층,종근당,"서울특별시 서대문구 충정로 8, 종근당빌딩 (충정로3가)",126.963202,37.55967811,010-4665-5365,37.5597337,126.9632067
7914,1층,남가좌새롬어린이도서관,"서울특별시 서대문구 증가로10길 16-15, 남가좌새롬어린이도서관 (남가좌동)",126.9240445,37.57833858,010-8935-2085,37.57833858,126.9240445
7915,B2 대합실 나 게이트 우측 5m,3호선 홍제역,"서울특별시 서대문구 통일로 지하440-1, 홍제역 (홍제동)",126.9442423,37.58871037,02-6110-3241,37.58871037,126.9442423
7916,5층 셀프운동실,서대문장애인종합복지관,"서울특별시 서대문구 북아현로 24, 서대문장애인종합복지관 (북아현동)",126.9570364,37.55947096,02-3140-3011,37.55947096,126.9570364
7917,12옥사 안,서대문형무소역사관,"서울특별시 서대문구 통일로 251, 서대문형무소역사관 (현저동)",126.9556118,37.57460851,02-360-8584,37.57460851,126.9556118
7918,지하철 역사 내 (나) 게이트 앞 외부 E/L 앞,3호선 독립문역,"서울특별시 서대문구 통일로 지하247, 독립문역 (현저동)",126.9577503,37.57441036,02-6110-3261,37.57441036,126.9577503
7919,1층,홍제견인차량보관소,"서울특별시 서대문구 홍제내길 227, 홍제견인차량보관소 (홍제동)",126.9410091,37.59083189,02-360-8528,37.59081005,126.9409376
7920,창업지원센터 2층,서대문구창업지원센터,"서울특별시 서대문구 통일로 484, 유진상가, 유진아파트,공유캠퍼스 (홍제동)",126.9430423,37.59163153,02-360-8515,37.59157433,126.943076
7921,증미역,서울시메트로9호선증미역,"서울특별시 강서구 양천로 지하560, 증미역 9호선 (등촌동)",126.8613585,37.55768972,02-2656-0908,37.55771941,126.8612469
7922,지하 1층 수영장 앞,시립서대문청소년센터,"서울특별시 서대문구 연희로32길 129, 시립서대문청소년센터 (연희동)",126.9383447,37.57897436,02-334-0080,37.57897436,126.9383447
7923,1층 상담실 앞,홍제1동주민센터,"서울특별시 서대문구 통일로 435-1, 홍제제1동주민센터 (홍제동)",126.9448892,37.58770606,02-330-8296,37.58770606,126.9448892
7924,10층,스와치그룹코리아(주),"서울특별시 서대문구 충정로 36, (주)스와치그룹코리아 (충정로3가)",126.9644884,37.56196109,010-2810-1037,37.56196109,126.9644884
7925,관리사무소,홍제원현대임대아파트,"서울특별시 서대문구 통일로34길 43(홍제동, 홍제원현대아파트)",126.9508,37.58661073,02-379-9324,37.58833366,126.9488077
7926,1층 영업과,광화문우체국,"서울특별시 종로구 종로 6, 광화문우체국 (서린동)",126.9780961,37.56984163,02-3703-9001,37.56984163,126.9780961
7927,2층 sk렌터카 고객센터 내 휴게실,SK엠앤서비스(주),"서울특별시 서초구 방배천로 91, 구산타워 2층 201호 (방배동)",126.9825989,37.48479284,010-3000-0306,37.48479284,126.9825989
7928,염창역 대합실,서울시메트로9호선염창역,"서울특별시 강서구 공항대로 지하631, 염창역 9호선 (염창동)",126.8748671,37.54696492,02-2656-0910,37.54705931,126.875005
7929,야외 테라스,홍제3동주민센터,"서울특별시 서대문구 세검정로4길 32, 홍제제3동주민센터 (홍제동)",126.9496911,37.59376657,010-2731-1550,37.59376657,126.9496911
7930,바로고 본사 1층 카페테리아 도서관 앞,(주)바로고,"서울특별시 강남구 언주로134길 32, 씨앤에스빌딩 (논현동)",127.0383142,37.51687967,02-550-9987,37.51687967,127.0383142
7931,6층 엘리베이터 앞,스투트가르트스포츠카(주),"서울특별시 강남구 역삼로 523, 포르쉐 대치 서비스센터 6층 (대치동)",127.0603856,37.50393779,010-3596-5440,37.50393779,127.0603856
7932,본사 1층,(주)삼양식품,"서울특별시 성북구 오패산로3길 104, 삼양식품 (하월곡동)",127.034258,37.60775155,010-6635-2408,37.60776651,127.0342471
7933,면목배차실 게시판밑,북부운수(주),"서울특별시 중랑구 면목로 217, 북부운수 (면목동)",127.083644,37.57303743,010-4472-5057,37.57303743,127.083644
7934,배차실(은평공영차고지 내 선진운수 배차실),(주)선진운수,"서울특별시 은평구 수색로24길 19, 시내버스 공영차고지 (수색동)",126.8862717,37.59250535,010-8062-0630,37.59250535,126.8862717
7935,북부운수 배차실 게시판밑,북부운수(주),"서울특별시 중랑구 신내역로 25, 중랑권역공영차고지 (신내동)",127.1051519,37.61446295,010-4472-5057,37.61446295,127.1051519
7936,1층 출입문 좌측 5미터,신성통상(주),"서울특별시 강동구 풍성로63길 84, 신성빌딩 (둔촌동)",127.1403159,37.53172069,010-2070-8760,37.53172069,127.1403159
7937,110동 지하1층,서초래미안리더스원,"서울특별시 서초구 서운로 62(서초동, 래미안 리더스원)",127.0284307,37.48944495,02-523-7803,37.48943855,127.0284204
7938,4GATE,대우건설장위6구역주택재개발정비현장,서울특별시 성북구 한천로 724(장위동),127.0588519,37.61580723,010-8926-2345,,
7939,관리사무소,신반포4차아파트,"서울특별시 서초구 잠원로 37-48(잠원동, 신반포4차아파트)",127.00618,37.51007746,533-6167,37.51007746,127.00618
7940,한국국토정보공사 서울남부지사 3층 사무실내,한국국토정보공사서울남부지사,"서울특별시 관악구 보라매로 21, 창암빌딩 (봉천동)",126.9267711,37.49137311,010-2589-1477,37.49137311,126.9267711
7941,지하1층,(주)대원고속동서울터미널,"서울특별시 광진구 강변역로4길 34, 지하 1층 (구의동, 강변현대하이엘)",127.0922286,37.53413911,010-8338-5695,37.53413911,127.0922286
7942,도원교통,도원교통(주),"서울특별시 성북구 정릉로10길 17, (주)도원교통 (정릉동)",127.0007155,37.60734594,010-2726-4454,37.60734594,127.0007155
7943,3번 게이트 앞 휴게실,현대건설(대조1구역주택재개발현장),"서울특별시 은평구 역말로 122, (대조1구역 주택재개발 시공사무소) (대조동)",126.9227048,37.60991151,010-8225-7463,37.60991151,126.9227048
7944,건설현장 내 경비실,우미건설R&D센터(D13구역건립사업),"서울특별시 강서구 마곡동로10길 7, 우미건설 R&D센터 D13구역 건립사업 (마곡동)",126.8378817,37.56973433,010-7240-5241,37.56973433,126.8378817
7945,1층 사무실,다모아자동차,"서울특별시 강서구 개화동로8길 17, 다모아자동차 강서공영차고지 (개화동)",126.7972418,37.57775001,010-8924-6782,37.57775001,126.7972418
7946,건물현관,한국생산성본부,"서울특별시 종로구 새문안로5가길 32, 한국생산성본부 (적선동)",126.9735469,37.57490708,010-8734-5834,37.57490708,126.9735469
7947,1층로비,하나손해보험,"서울특별시 종로구 창경궁로 117, 하나손해보험빌딩 (인의동)",126.9970973,37.57280393,010-7255-0834,37.57280393,126.9970973
7948,4층M-CUBE,현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7949,지하1층 사내식당,현대모비스,"서울특별시 강남구 테헤란로 203, 서울인터내셔널타워 (역삼동)",127.0377229,37.50159765,010-7672-8087,37.50159765,127.0377229
7950,116동1층승강기옆,수서아파트,"서울특별시 강남구 양재대로55길 12(일원동, 수서아파트)",127.0897076,37.49362958,010-4740-0475,37.49362958,127.0897076
7951,119동 1층승강기옆,수서아파트,"서울특별시 강남구 양재대로55길 12(일원동, 수서아파트)",127.0897076,37.49362958,010-4740-0475,37.49362958,127.0897076
7952,관리사무소1층,수서아파트,"서울특별시 강남구 양재대로55길 12(일원동, 수서아파트)",127.0897076,37.49362958,010-4740-0475,37.49362958,127.0897076
7953,관리사무소,하계1차청구아파트,"서울특별시 노원구 한글비석로 91(하계동, 하계1차청구아파트)",127.0711674,37.63982606,02-976-1009,37.63982606,127.0711674
7954,1층 안내데스크 건너편 구급창,(주)롯데하이마트,"서울특별시 강남구 삼성로 156, 하이마트사옥 (대치동)",127.0638305,37.49423746,02-2050-5090,37.49423746,127.0638305
7955,4동 앞,롯데건설(주)중화1구역재개발사업현장,서울특별시 중랑구 봉화산로 17(중화동),127.0772213,37.60236758,010-4465-2444,37.60169897,127.0762147
7956,금화도서관 1층,경기대학교 서울캠퍼스,"서울특별시 서대문구 경기대로9길 24, 경기대학교 (충정로2가)",126.9622242,37.56519469,02-390-5215,37.56519469,126.9622242
7957,정문 경비실 내,풍납미성Apt,"서울특별시 송파구 풍성로 14(풍납동, 미성맨션)",127.113834,37.53449462,02-486-9071,37.53449462,127.113834
7958,신관 B1 주차장,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7959,신관 B2 주차장,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7960,관리동,잠원한신아파트,"서울특별시 서초구 잠원로 150(잠원동, 잠원한신아파트)",127.0113511,37.51633689,010-5757-2976,37.51633689,127.0113511
7961,신관 B3 주차장,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7962,신관 외부 에스컬레이터,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7963,신관 2층 안내,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7964,사무실 내,현대건설더갤러리832사무실,"서울특별시 서초구 강남대로 327, 대륭서초타워 지하1층 현대건설 (서초동)",127.0297958,37.49206402,02-2055-2671,37.49206402,127.0297958
7965,신관 3층 복도,고려대학교안암병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.0263572,37.58711097,02-920-6846,37.58737715,127.0262489
7966,관리사무실,"휘경동부센트레빌(분양,임대)","서울특별시 동대문구 외대역동로 14 (휘경동, 휘경센트레빌)",127.0686732,37.59096838,02-3394-6563,37.59096838,127.0686732
7967,1층 정문 출입구 우측 기둥,강동구민회관,"서울특별시 강동구 상암로 168, 강동구민회관 (천호동)",127.1412225,37.54573141,02-488-5542,37.54573141,127.1412225
7968,B2 아이센터 전방 15m,강동구청역,"서울특별시 강동구 올림픽로 지하550, 강동구청역 (성내동)",127.1205761,37.53067409,010-9723-1222,37.53067409,127.1205761
7969,관리사무소,브라운스톤휘경아파트,"서울특별시 동대문구 망우로20길 86 (휘경동, 브라운스톤휘경)",127.0655317,37.589998,02-2246-3322,37.589998,127.0655317
7970,관리사무소 입구,답십리래미안엘파인(임대),"서울특별시 동대문구 한천로33길 11 (답십리동, 래미안엘파인아파트)",127.0669963,37.57555191,02-2246-6351,37.57555191,127.0669963
7971,관리사무소,답십리두산아파트(임대),"서울특별시 동대문구 답십리로56길 21-1 (답십리동, 두산아파트)",127.0592488,37.5697768,02-2212-5741,37.5697768,127.0592488
7972,2층 교무실 앞,경희중학교,"서울특별시 동대문구 경희대로 26, 경희대학교,경희초,중,고,여자중고등학교 (회기동)",127.054891,37.59394914,966-6402,37.59394914,127.054891
7973,관리사무소,신이문금호어울림아파트,"서울특별시 동대문구 신이문로 9 (이문동, 신이문 금호어울림)",127.0633541,37.60316294,010-3248-1929,37.60316294,127.0633541
7974,승강장,5호선 장한평역,"서울특별시 동대문구 천호대로 지하405, 장한평역 (장안동)",127.0644211,37.56150268,010-2763-6841,37.56150268,127.0644211
7975,5번 출구,경원선 신이문역,"서울특별시 동대문구 한천로 472, 신이문역 (이문동)",127.0677168,37.60288887,010-7788-2121,37.60288887,127.0677168
7976,현장 내 안전교육장 앞,지에스건설(주)양평12구역도시환경정비사업,"서울특별시 영등포구 영등포로11길 12, 양평1동주민센터 맞은편 공사현장 (양평동1가)",126.8875521,37.52456079,010-9318-8106,37.52364629,126.8882263
7977,1층 중앙현관 보건실 앞,동북고등학교,"서울특별시 강동구 강동대로 305, 동북중고등학교 (둔촌동)",127.1394507,37.52024061,010-6406-1763,37.52024061,127.1394507
7978,5층 복도,강동종합사회복지관,"서울특별시 강동구 진황도로23길 7, 5~6층 (천호동)",127.1297726,37.53992761,02-2041-7840,37.53992761,127.1297726
7979,3동 2호 라인,동서울한양아파트,"서울특별시 동대문구 답십리로 184 (답십리동, 동서울한양아파트)",127.0602034,37.57053189,2249-1335,37.57225174,127.0605024
7980,3층 대합실 통로,1호선 외대앞역,"서울특별시 동대문구 휘경로 27, 외대앞역 (이문동)",127.0630588,37.59541368,010-4376-3659,37.59541368,127.0630588
7981,입구 앞,CU장안사거리점,"서울특별시 동대문구 답십리로 263, 1층 (장안동)",127.0695736,37.57274436,010-3323-0027,37.57274436,127.0695736
7982,출입구 옆,CU장한평점,"서울특별시 동대문구 장한로2길 23, 광일빌딩 (장안동)",127.0665594,37.562154,010-3373-0259,37.562154,127.0665594
7983,2 관리사무소 안,홍릉동부센트레빌(제2관리사무소),"서울특별시 동대문구 제기로26길 26 (청량리동, 동부센트레빌아파트)",127.0450872,37.58535098,02-963-2696,37.58538862,127.0451495
7984,1층 데스크,삼광의료재단,"서울특별시 서초구 바우뫼로41길 58, 선화빌딩 (양재동)",127.0404854,37.48305607,234975734,37.48305607,127.0404854
7985,역사 내,5호선 충정로역,"서울특별시 서대문구 충정로 지하28-1, 충정로역(5호선) (충정로3가)",126.9633733,37.56099344,02-6311-5311,37.56099344,126.9633733
7986,주민센터 정문,신촌동주민센터,"서울특별시 서대문구 연세로2나길 47, 신촌동 주민센터 (창천동)",126.939546,37.55781754,02-330-8203,37.55781754,126.939546
7987,가양역 역사 내부,서울시메트로9호선가양역,"서울특별시 강서구 양천로 지하485, 가양역 (가양동)",126.8523179,37.56229186,02-2656-0907,37.56155426,126.8543883
7988,역사 내,3호선무악재역,"서울특별시 서대문구 통일로 지하361, 무악재역 (홍제동)",126.9503221,37.58238415,02-6110-3251,37.58238415,126.9503221
7989,지하2층 수영장 사무실,금천구민문화체육센터,"서울특별시 금천구 독산로54길 188, 금천구민문화체육센터 (독산동)",126.9073405,37.47006899,861-1313,37.47006899,126.9073405
7990,1층 주민복지팀 입구,홍은2동주민센터,"서울특별시 서대문구 모래내로 334, 홍은2동주민센터 (홍은동)",126.934315,37.58027773,019-326-4580,37.58010825,126.9341504
7991,1층 로비,궁동산체육관,"서울특별시 서대문구 연희로11마길 86-47, 궁동산체육관 (연희동)",126.9252813,37.57130368,02-360-8653,37.57130368,126.9252813
7992,1층 배차실,(주)선진운수,서울특별시 은평구 서오릉로 207(구산동),126.9105239,37.6139351,010-8062-0630,37.6139351,126.9105239
7993,A동 1층 복도(본관),서울사이버대학교,"서울특별시 강북구 솔매로49길 60, 서울사이버대학교 (미아동)",127.0271231,37.62984392,02-944-5267,37.62984392,127.0271231
7994,A동 4층 복도(본관),서울사이버대학교,"서울특별시 강북구 솔매로49길 60, 서울사이버대학교 (미아동)",127.0271231,37.62984392,02-944-5267,37.62984392,127.0271231
