"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"경남","하동.남해","4885010166","용포","신도마을회관","경상남도 하동군 금성면 궁항리","055-883-4391","50"
"강원","철원","4278010015","토교","동막리 군부대","강원특별자치도 철원군 갈말읍 ","","50"
"강원","철원","4278010015","토교","양지리 군부대","강원특별자치도 철원군 동송읍 양지리","","50"
"강원","철원","4278010015","토교","양지리 군부대","강원특별자치도 철원군 동송읍 양지리","",""
"강원","철원","4278010015","토교","철원군","강원특별자치도 철원군 갈말읍 신철원리","033-450-5383",""
"강원","철원","4278010015","토교","토성초등학교","강원특별자치도 철원군 갈말읍 토성리","033-458-0625","200"
"강원","철원","4278010015","토교","내대초등학교","강원특별자치도 철원군 갈말읍 내대리","033-452-5596","400"
"강원","철원","4278010015","토교","문혜초등학교","강원특별자치도 철원군 갈말읍 문혜리","033-452-3642","830"
"강원","철원","4278010015","토교","장흥초등학교","강원특별자치도 철원군 동송읍 장흥리","033-455-6340","300"
"강원","철원","4278010015","토교","동송초등학교","강원특별자치도 철원군 동송읍 이평리","033-455-6332","1600"
"강원","철원","4278010015","토교","철원초등학교","강원특별자치도 철원군 철원읍 화지리","033-455-6628","900"
"강원","철원","4278010015","토교","오덕초등학교","강원특별자치도 철원군 동송읍 오덕리","033-455-6939","800"
"전북","전주.완주.임실","4511010050","인교","인후초등학교","전라북도 전주시 덕진구 인후동1가","063-244-8983","0"
"전북","전주.완주.임실","4511010050","인교","대장교회","전라북도 익산시 춘포면 춘포리","063-842-0176","50"
"전북","전주.완주.임실","4511010050","인교","신평경로회관","전라북도 완주군 삼례읍","063-834-2743","50"
"전북","전주.완주.임실","4511010050","인교","삼례공업고등학교","전라북도 완주군 삼례읍 후정리","063-291-4913","740"
"전북","전주.완주.임실","4511010050","인교","삼례초등학교","전라북도 완주군 삼례읍 후정리","063-291-2031","520"
"전북","전주.완주.임실","4511010050","인교","삼례여자고등학교","전라북도 완주군 삼례읍 삼례리","063-291-2976","150"
"전북","전주.완주.임실","4511010050","인교","하리교회","전라북도 완주군 삼례읍 하리","063-291-2849","50"
"전북","전주.완주.임실","4511010050","인교","미산초등학교","전라북도 전주시 덕진구 전미동2가","063-253-7374","140"
"전북","전주.완주.임실","4511010050","인교","청완초등학교","전라북도 완주군 봉동읍 구미리","063-261-5618","120"
"전북","전주.완주.임실","4511010050","인교","한국타이어동전주지점","전라북도 전주시 덕진구 전미동1가","063-254-3438","50"
"전북","전주.완주.임실","4511010050","인교","봉성초등학교","전라북도 완주군 봉동읍 성덕리","063-261-2209","120"
"전북","전주.완주.임실","4511010050","인교","용봉초등학교","전라북도 완주군 봉동읍 구만리","063-243-9258","240"
"전북","전주.완주.임실","4511010050","인교","간중초등학교","전라북도 완주군 용진면 간중리","063-243-2907","120"
"전북","전주.완주.임실","4511010050","인교","마을회관","전라북도 전주시 덕진구 덕진동1가","","50"
"전북","전주.완주.임실","4511010050","인교","초포초등학교","전라북도 전주시 덕진구 호성동2가","063-253-8152","120"
"전북","전주.완주.임실","4511010050","인교","용진초등학교","전라북도 완주군 용진면 상삼리","063-243-1519","120"
"전북","전주.완주.임실","4511010050","인교","우아중학교","전라북도 전주시 덕진구 우아동3가","063-243-2696","480"
"전북","전주.완주.임실","4511010050","인교","동신초등학교","전라북도 전주시 덕진구 우아동3가","063-245-1528","600"
"전북","전주.완주.임실","4511010050","인교","북일초등학교","전라북도 전주시 덕진구 인후동1가","063-242-4098","520"
"전북","전주.완주.임실","4511010050","인교","유일여자고등학교","전라북도 전주시 덕진구 인후동1가","063-245-3310","600"
"전북","전주.완주.임실","4511010050","인교","기린여자중학교","전라북도 전주시 덕진구 우아동3가","063-245-5689","500"
"전북","전주.완주.임실","4511010050","인교","중앙여자고등학교","전라북도 전주시 덕진구 우아동2가","063-245-1823","800"
"경북","고령","4783010145","대평","운수면사무소","경상북도 고령군 운수면 봉평리","054-950-6503","130"
"전북","순창","4577010182","통안","순창군청","전라북도 순창군 순창읍 순화리","063-650-1853",""
"전북","순창","4577010182","통안","봉곡할머니경로당","전라북도 순창군 구림면 구암리","063-650-5804","20"
"경기","강화.옹진","2871010025","난정","지석초등학교(2020)","인천광역시 강화군 교동면 삼선리","032-934-5643","100"
"경기","강화.옹진","2871010025","난정","무학리마을회관(2020)","인천광역시 강화군 교동면 무학리","","40"
"경기","강화.옹진","2871010025","난정","난정초등학교(2020)","인천광역시 강화군 교동면 난정리","032-934-9377","70"
"경기","강화.옹진","2871010025","난정","무학리마을회관","인천광역시 강화군 교동면 무학리","","20"
"경기","강화.옹진","2871010025","난정","교동중학교","인천광역시 강화군 교동면 대룡리","032-932-4026","40"
"경기","강화.옹진","2871010025","난정","난정초등학교","인천광역시 강화군 교동면 난정리","032-934-9377","70"
"경기","강화.옹진","2871010025","난정","교동초등학교","인천광역시 강화군 교동면 대룡리","032-932-4021","98"
"경기","강화.옹진","2871010025","난정","지석초등학교","인천광역시 강화군 교동면 삼선리","032-934-5643","100"
"경기","강화.옹진","2871010021","고구","지석초등학교(2017)","인천광역시 강화군 교동면 삼선리","032-934-4512","663"
"경기","강화.옹진","2871010021","고구","지석초등학교","인천광역시 강화군 교동면 삼선리","032-934-5643","100"
"경기","강화.옹진","2871010022","삼산","삼산승영중학교(2017)","인천광역시 강화군 삼산면 석모리","032-930-3072","385"
"경기","강화.옹진","2871010022","삼산","석모2리마을회관(2017)","인천광역시 강화군 삼산면 석모리","032-932-2567","45"
"경기","강화.옹진","2871010022","삼산","MBC","서울특별시 영등포구 여의도동","02-780-0011",""
"경기","강화.옹진","2871010022","삼산","삼산중학교","인천광역시 강화군 삼산면 석모리","032-932-3072","50"
"경기","강화.옹진","2871010022","삼산","항포교회","인천광역시 강화군 삼산면 석모리","032-932-3171","50"
"경기","강화.옹진","2871010022","삼산","승영중학교","인천광역시 강화군 삼산면 석모리","032-932-3072","30"
"경기","강화.옹진","2871010022","삼산","삼산초등학교","인천광역시 강화군 삼산면 석모리","032-932-4377","50"
"경기","강화.옹진","2871010023","상하","석모2리마을회관(2017)","인천광역시 강화군 삼산면 석모리","032-932-2567","45"
"경기","강화.옹진","2871010023","상하","상리2리마을회관(2017)","인천광역시 강화군 삼산면 상리","032-932-3569","36"
"경기","강화.옹진","2871010023","상하","상리마을회관","인천광역시 강화군 삼산면 상리","032-933-4377","50"
"경기","강화.옹진","2871010011","인산","양도초교(2017)","인천광역시 강화군 양도면 삼흥리","032-937-2062","417"
"경기","강화.옹진","2871010011","인산","농업기술센타(2017)","인천광역시 강화군 불은면 삼성리","032-930-4114","909"
"경기","강화.옹진","2871010011","인산","농업기술센터","인천광역시 강화군 불은면 삼성리","032-930-4114","200"
"경기","강화.옹진","2871010011","인산","양도초등학교","인천광역시 강화군 양도면 삼흥리","032-937-2062","100"
"경기","강화.옹진","2871010011","인산","영파사","인천광역시 강화군 송해면 하도리","","100"
"경기","강화.옹진","2871010011","인산","삼량중고등학교","인천광역시 강화군 내가면 고천리","032-932-5901","75"
"경기","강화.옹진","2871010020","하도","송해초등학교(2020)","인천광역시 강화군 송해면 솔정리","032-505-5900","741"
"경기","강화.옹진","2871010020","하도","송해초등학교(2017)","인천광역시 강화군 송해면 솔정리","032-933-0154","741"
"충남","홍성","4480010039","가곡","갈산초등학교","충청남도 홍성군 갈산면 상촌리","041-633-2009","500"
"충남","홍성","4480010039","가곡","가곡분교","충청남도 홍성군 갈산면 가곡리","041-633-2225","300"
"전북","전주.완주.임실","4571010150","화정","('23년)용진읍사무소","전라북도 완주군 용진읍 운곡리","063-290-3472",""
"전북","전주.완주.임실","4571010150","화정","22""하이트진로공장","전라북도 완주군 용진읍 신지리","063-240-6111",""
"전북","전주.완주.임실","4571010150","화정","('22년)완주중학교","전라북도 완주군 봉동읍 낙평리","063-261-3033",""
"전북","전주.완주.임실","4571010150","화정","('23년)완주군보건소","전라북도 완주군 삼례읍 수계리","063-290-3000",""
"전북","전주.완주.임실","4571010150","화정","('23년)한국가스안전공사 전북지역본부","전라북도 전주시 완산구 서신동","063-230-5921",""
"전북","전주.완주.임실","4571010150","화정","('23년)전북일보","전라북도 전주시 덕진구 금암동","063-250-5500",""
"전북","전주.완주.임실","4571010150","화정","('23년)전주기상청","전라북도 전주시 덕진구 덕진동2가","063-249-3231",""
"전북","전주.완주.임실","4571010150","화정","('23년)전주고려병원","전라북도 전주시 덕진구 산정동","063-240-7321",""
"전북","전주.완주.임실","4571010150","화정","('22년)용진초등학교","전라북도 완주군 용진읍 상삼리","063-243-1519",""
"전북","전주.완주.임실","4571010150","화정","('23년)KT전북본부","전라북도 전주시 완산구 서신동","063-259-0119",""
"전북","전주.완주.임실","4571010150","화정","('23년)JTV전주방송","전라북도 전주시 덕진구 만성동","063-250-5200",""
"전북","전주.완주.임실","4571010150","화정","('23년)전민일보","전라북도 전주시 덕진구 우아동3가","063-249-3000",""
"전북","전주.완주.임실","4571010150","화정","('23년)전북매일","전라북도 전주시 덕진구 금암동","063-287-1400",""
"전북","전주.완주.임실","4571010150","화정","('23년)전라일보","전라북도 전주시 완산구 대성동","063-287-2700",""
"전북","전주.완주.임실","4571010150","화정","('23년)전주MBC","전라북도 전주시 완산구 중화산동2가","063-213-5800",""
"전북","전주.완주.임실","4571010150","화정","('23년)KBS전주방송총국","전라북도 전주시 완산구 효자동3가","063-270-7100",""
"전북","전주.완주.임실","4571010150","화정","KBS전주방송총국","전라북도 전주시 완산구 효자동3가","063-270-7100",""
"전북","전주.완주.임실","4571010150","화정","('23년)전주시청","전라북도 전주시 완산구 서노송동","063-281-2529",""
"전북","전주.완주.임실","4571010150","화정","전주시청","전라북도 전주시 완산구 서노송동","063-281-2529",""
"전북","전주.완주.임실","4571010150","화정","('23년)완주군청","전라북도 완주군 용진읍 운곡리","063-290-2902",""
"전북","전주.완주.임실","4571010154","대아","유일 여자고등학교 체육관","전라북도 전주시 덕진구 인후동1가","","293"
"전북","전주.완주.임실","4571010154","대아","전라고등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-4602","241"
"전북","전주.완주.임실","4571010154","대아","전북중학교","전라북도 전주시 덕진구 여의동2가","063-211-0981","1531"
"전북","전주.완주.임실","4571010154","대아","우석대학교","전라북도 완주군 삼례읍 후정리","063-290-1114","513"
"전북","전주.완주.임실","4571010154","대아","전주 예술고등학교 체육관","전라북도 완주군 구이면 항가리","063-222-2170","281"
"전북","전주.완주.임실","4571010154","대아","세인고등학교 체육관","전라북도 완주군 화산면 운산리","063-261-0077","166"
"전북","전주.완주.임실","4571010154","대아","한별고등학교 체육관","전라북도 완주군 삼례읍 삼례리","063-291-2737","173"
"전북","전주.완주.임실","4571010154","대아","전북체육고등학교(123)관","전라북도 완주군 소양면 해월리","063-249-2222","738"
"전북","전주.완주.임실","4571010154","대아","전북하이텍 고등학교 체육관","전라북도 완주군 삼례읍 후정리","063-291-4913","245"
"전북","전주.완주.임실","4571010154","대아","화산중학교 체육관","전라북도 완주군 화산면 화평리","063-260-7613","189"
"전북","전주.완주.임실","4571010154","대아","삼우중학교","전라북도 완주군 이서면 상개리","063-222-7888","179"
"전북","전주.완주.임실","4571010154","대아","전주교육지원청","전라북도 전주시 덕진구 진북동","063-270-6114",""
"전북","전주.완주.임실","4571010154","대아","전주 덕진경찰서","전라북도 전주시 덕진구 팔복동3가","063-713-0252",""
"전북","전주.완주.임실","4571010154","대아","완주경찰서","전라북도 완주군 봉동읍","063-290-0261",""
"전북","전주.완주.임실","4571010154","대아","전주동중학교 체육관","전라북도 전주시 덕진구 인후동2가","063-246-1393","161"
"전북","전주.완주.임실","4571010154","대아","전주 동신초등학교 체육관","전라북도 전주시 덕진구 우아동3가","063-245-1527","166"
"전북","전주.완주.임실","4571010154","대아","전주 동북초등학교 체육관","전라북도 전주시 덕진구 인후동2가","063-275-6211","161"
"전북","전주.완주.임실","4571010154","대아","전주 덕진초등학교 체육관","전라북도 전주시 덕진구","063-252-0871","537"
"전북","전주.완주.임실","4571010154","대아","전주 덕진중학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-276-1579","193"
"전북","전주.완주.임실","4571010154","대아","전주 덕일초등학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-279-3100","183"
"전북","전주.완주.임실","4571010154","대아","전주 덕일중학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-249-2600","113"
"전북","전주.완주.임실","4571010154","대아","전주 공업고등학교 체육관","전라북도 전주시 덕진구 여의동","063-210-9334","339"
"전북","전주.완주.임실","4571010154","대아","전일중학교 체육관","전라북도 전주시 덕진구 인후동2가","063-252-2709","136"
"전북","전주.완주.임실","4571010154","대아","전북사대부설 고등학교 체육관","전라북도 전주시 덕진구 금암동","063-270-3549","195"
"전북","전주.완주.임실","4571010154","대아","전라중학교 체육관","전라북도 전주시 덕진구 덕진동1가","063-275-6701","125"
"전북","전주.완주.임실","4571010154","대아","전주 온빛중학교 체육관","전라북도 전주시 덕진구 장동","063-214-8453","1960"
"전북","전주.완주.임실","4571010154","대아","전주 양현고등학교 체육관","전라북도 전주시 덕진구 장동","063-249-6122","239"
"전북","전주.완주.임실","4571010154","대아","화산체육관","전라북도 전주시 완산구 중화산동2가","063-239-2577","1009"
"전북","전주.완주.임실","4571010154","대아","송북초등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-5813","176"
"전북","전주.완주.임실","4571010154","대아","전라북도청","전라북도 전주시 완산구 효자동3가","063-280-2995",""
"전북","전주.완주.임실","4571010154","대아","전주 덕진구 송천2동사무소","전라북도 전주시 덕진구 송천동1가","063-270-6613",""
"전북","전주.완주.임실","4571010154","대아","전주 덕진구 여의동사무소","전라북도 전주시 덕진구 반월동","063-270-6615",""
"전북","전주.완주.임실","4571010154","대아","완주소방서","전라북도 완주군 삼례읍 수계리","063-219-1257",""
"전북","전주.완주.임실","4571010154","대아","전주시 덕진구청","전라북도 전주시 덕진구 진북동","063-220-5269",""
"전북","전주.완주.임실","4571010154","대아","완주군 용진읍행정복지센터","전라북도 완주군 용진읍 용흥리","063-290-3470",""
"전북","전주.완주.임실","4571010154","대아","완주군 봉동읍행정복지센터","전라북도 완주군 봉동읍","063-290-3440",""
"전북","전주.완주.임실","4571010154","대아","완주군 고산면행정복지센터","전라북도 완주군 고산면","063-290-3620",""
"전북","전주.완주.임실","4571010154","대아","남관초등학교","전라북도 완주군 상관면 용암리","063-232-5252","153"
"전북","전주.완주.임실","4571010154","대아","완주군 문화체육센터","전라북도 완주군 삼례읍 신금리","063-290-2625","293"
"전북","전주.완주.임실","4571010154","대아","전주 용소초등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-270-0366","169"
"전북","전주.완주.임실","4571010154","대아","전주 아중초등학교 체육관","전라북도 전주시 덕진구 우아동1가","063-241-5796","151"
"전북","전주.완주.임실","4571010154","대아","전주 아중중학교 체육관","전라북도 전주시 덕진구 우아동2가","063-240-7903","154"
"전북","전주.완주.임실","4571010154","대아","전주 신동초등학교 체육관","전라북도 전주시 덕진구 송천동2가","063-278-4011","183"
"전북","전주.완주.임실","4571010154","대아","전주 송북초등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-5813","180"
"전북","전주.완주.임실","4571010154","대아","전주 동북초등학교 체육관","전라북도 전주시 덕진구 인후동2가","063-275-6211","161"
"전북","전주.완주.임실","4571010154","대아","전주 동북초등학교 체육관","전라북도 전주시 덕진구 인후동2가","063-275-6211",""
"전북","전주.완주.임실","4571010154","대아","전주 덕진 초등학교 체육관","전라북도 전주시 덕진구 덕진동1가","063-252-0871",""
"전북","전주.완주.임실","4571010154","대아","전주서신중학교 체육관","전라북도 전주시 완산구 서신동","063-253-6618","136"
"전북","전주.완주.임실","4571010154","대아","전주서문초등학교 체육관","전라북도 전주시 완산구 서신동","063-255-4383","169"
"전북","전주.완주.임실","4571010154","대아","전주 온고을중학교 체육관","전라북도 전주시 덕진구 인후동1가","063-245-5219","178"
"전북","전주.완주.임실","4571010154","대아","전주 송천초등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-4676","154"
"전북","전주.완주.임실","4571010154","대아","전주중학교 체육관","전라북도 전주시 덕진구 송천동1가","063-273-1916","143"
"전북","전주.완주.임실","4571010154","대아","전주 솔빛중학교 체육관","전라북도 전주시 덕진구 송천동1가","","1455"
"전북","전주.완주.임실","4571010154","대아","전주 솔내고등학교","전라북도 전주시 덕진구 송천동1가","063-270-8295","244"
"전북","전주.완주.임실","4571010154","대아","송원초등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-7159","129"
"전북","전주.완주.임실","4571010154","대아","전주 용소중학교 체육관","전라북도 전주시 덕진구 송천동1가","063-270-0366","1649"
"전북","전주.완주.임실","4571010154","대아","전주 조촌초등학교 체육관","전라북도 전주시 덕진구","063-212-2748","234"
"전북","전주.완주.임실","4571010154","대아","전북 여자고등학교 체육관","전라북도 전주시 덕진구 고랑동","063-210-5900","182"
"전북","전주.완주.임실","4571010154","대아","전주 반월초등학교 체육관","전라북도 전주시 덕진구 반월동","063-212-6474","179"
"전북","전주.완주.임실","4571010154","대아","우석고등학교 체육관","전라북도 전주시 덕진구 여의동2가","063-211-0991","339"
"전북","전주.완주.임실","4571010154","대아","용진중학교 체육관","전라북도 완주군 용진읍","063-243-7006","67"
"전북","전주.완주.임실","4571010154","대아","삼례중학교 체육관","전라북도 완주군 삼례읍","063-291-2624","157"
"전북","전주.완주.임실","4571010154","대아","봉서중학교 체육관","전라북도 완주군 봉동읍","063-261-6683","112"
"전북","전주.완주.임실","4571010154","대아","전주 양현 초등학교","전라북도 전주시 덕진구 만성동","063-717-1700","190"
"전북","전주.완주.임실","4571010154","대아","전주동중학교  체육관","전라북도 전주시 덕진구 인후동2가","063-246-1393","161"
"전북","전주.완주.임실","4571010154","대아","전주 동신초등학교 체육관","전라북도 전주시 덕진구 우아동3가","063-245-1527",""
"전북","전주.완주.임실","4571010154","대아","구이중학교 체육관","전라북도 완주군 구이면","063-221-8991","217"
"전북","전주.완주.임실","4571010154","대아","전주 장동초등학교 체육관","전라북도 전주시 덕진구 장동","063-212-9742","100"
"전북","전주.완주.임실","4571010154","대아","전주 자연초등학교 체육관","전라북도 전주시 덕진구 송천동2가","063-717-2300","169"
"전북","전주.완주.임실","4571010154","대아","전주 인후초등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-244-8981","145"
"전북","전주.완주.임실","4571010154","대아","전주 중산초등학교 체육관","전라북도 전주시 완산구 중화산동2가","063-220-6570","146"
"전북","전주.완주.임실","4571010154","대아","전주 근영중학교 체육관","전라북도 전주시 완산구 중화산동2가","063-223-8513","132"
"전북","전주.완주.임실","4571010154","대아","전주 근영여자고등학교 체육관","전라북도 전주시 완산구 중화산동2가","063-223-8984","267"
"전북","전주.완주.임실","4571010154","대아","전주서중학교","전라북도 전주시 완산구 서신동","063-254-2666","152"
"전북","전주.완주.임실","4571010154","대아","전주 서천초등학교 체육관","전라북도 전주시 완산구 서신동","063-274-7074","163"
"전북","전주.완주.임실","4571010154","대아","전주 화정중학교 체육관","전라북도 전주시 덕진구 송천동2가","063-717-6500","169"
"전북","전주.완주.임실","4571010154","대아","전주 호성중학교 체육관","전라북도 전주시 덕진구 호성동1가","063-253-6945","166"
"전북","전주.완주.임실","4571010154","대아","간중초등학교 체육관","전라북도 완주군 용진읍 간중리","063-243-7012","64"
"전북","전주.완주.임실","4571010154","대아","완주 국민체육선터","전라북도 완주군 용진읍 신지리","063-290-2625","293"
"전북","전주.완주.임실","4571010154","대아","전북중학교","전라북도 전주시 덕진구","063-211-0981",""
"전북","전주.완주.임실","4571010154","대아","KT 전북본부","전라북도 전주시 완산구 서신동","063-259-0301",""
"전북","전주.완주.임실","4571010154","대아","완주대대","전라북도 완주군","063-290-3113",""
"전북","전주.완주.임실","4571010154","대아","완주 소방서","전라북도 완주군 삼례읍 수계리","063-290-0261",""
"전북","전주.완주.임실","4571010154","대아","전주 하가초등학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-272-1056","170"
"전북","전주.완주.임실","4571010154","대아","전주 전라초등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-245-3271","160"
"전북","전주.완주.임실","4571010154","대아","이서초등학교 체육관","전라북도 완주군 이서면","063-222-3104","185"
"전북","전주.완주.임실","4571010154","대아","운주초등학교","전라북도 완주군 운주면","063-263-7012","145"
"전북","전주.완주.임실","4571010154","대아","송광초등학교 체육관","전라북도 완주군 소양면","063-243-2102","161"
"전북","전주.완주.임실","4571010154","대아","소양서초등학교 체육관","전라북도 완주군 소양면","063-243-8100","127"
"전북","전주.완주.임실","4571010154","대아","대한적십자사 전라북도지사","전라북도 전주시 덕진구 장동","063-280-5800",""
"전북","전주.완주.임실","4571010154","대아","한국도로공사 전북본부","전라북도 전주시 덕진구 용정동","063-714-6000",""
"전북","전주.완주.임실","4571010154","대아","완주군 삼례읍행정복지센터","전라북도 완주군 삼례읍 삼례리","063-290-3400",""
"전북","전주.완주.임실","4571010154","대아","전주 인봉초등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-240-1903","217"
"전북","전주.완주.임실","4571010154","대아","전주 원동초등학교 체육관","전라북도 전주시 덕진구 원동","063-212-9199","113"
"전북","전주.완주.임실","4571010154","대아","전주 우아중학교 체육관","전라북도 전주시 덕진구 우아동3가","063-241-2652","170"
"전북","전주.완주.임실","4571010154","대아","전주 양현중학교 체육관","전라북도 전주시 덕진구 만성동","063-717-8600","190"
"전북","전주.완주.임실","4571010154","대아","전주생명 과학고등학교","전라북도 전주시 덕진구 인후동2가","063-240-1700","203"
"전북","전주.완주.임실","4571010154","대아","전주 북초등학교 체육관","전라북도 전주시 덕진구 호성동1가","063-241-5947","162"
"전북","전주.완주.임실","4571010154","대아","전주 북일초등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-242-4097","536"
"전북","전주.완주.임실","4571010154","대아","전주 만수 초등학교 체육관","전라북도 전주시 덕진구 호성동1가","063-247-7751","399"
"전북","전주.완주.임실","4571010154","대아","전주 덕진중학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-276-1579",""
"전북","전주.완주.임실","4571010154","대아","전주 덕진중학교 체육관","전라북도 전주시 덕진구 덕진동2가","063-276-1579",""
"전북","전주.완주.임실","4571010154","대아","상관초등학교 체육관","전라북도 완주군 상관면 신리","063-287-9469","143"
"전북","전주.완주.임실","4571010154","대아","고산고등학교 체육관","전라북도 완주군 고산면 서봉리","063-263-4371","197"
"전북","전주.완주.임실","4571010154","대아","전주 중앙중학교 체육관","전라북도 전주시 덕진구 진북동","063-275-7715","173"
"전북","전주.완주.임실","4571010154","대아","유일 여자고등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-245-3314","293"
"전북","전주.완주.임실","4571010154","대아","전주 온빛초등학교 체욱관","전라북도 전주시 덕진구 장동","063-249-6610","1946"
"전북","전주.완주.임실","4571010154","대아","전주 솔빛중학교 체육관","전라북도 전주시 덕진구 송천동1가","063-254-9911","1455"
"전북","전주.완주.임실","4571010154","대아","전라고등학교 체육관","전라북도 전주시 덕진구 송천동1가","063-251-4902","241"
"전북","전주.완주.임실","4571010154","대아","청완초등학교 체육관","전라북도 완주군 봉동읍 둔산리","063-262-9205","243"
"전북","전주.완주.임실","4571010154","대아","한별고등학교 체육관","전라북도 완주군 삼례읍 삼례리","063-291-2737","173"
"전북","전주.완주.임실","4571010154","대아","이성초등학교 체육관","전라북도 완주군 이서면","063-221-8123","117"
"전북","전주.완주.임실","4571010154","대아","용봉초등학교 체육관","전라북도 완주군 봉동읍 구만리","063-243-2102","124"
"전북","전주.완주.임실","4571010154","대아","송광초등학교 체육관","전라북도 완주군 소양면 대흥리","063-243-0097","161"
"전북","전주.완주.임실","4571010154","대아","전북대학교 전주 캠퍼스 체육관","전라북도 전주시 덕진구","063-270-2114","504"
"전북","전주.완주.임실","4571010154","대아","소양중학교 체육관","전라북도 완주군 소양면","063-243-8080","66"
"전북","전주.완주.임실","4571010154","대아","구이초등학교","전라북도 완주군 구이면 항가리","063-222-0025","118"
"전북","전주.완주.임실","4571010154","대아","완주 국민체육센터","전라북도 완주군 용진읍 신지리","063-290-2635","265"
"전북","전주.완주.임실","4571010154","대아","전주 서일 초등학교 체육관","전라북도 전주시 완산구 서신동","063-251-8993","132"
"전북","전주.완주.임실","4571010154","대아","전주 한일 고등학교 체육관","전라북도 전주시 완산구 서신동","063-274-2161","196"
"전북","전주.완주.임실","4571010154","대아","전주 서곡초등학교 체육관","전라북도 전주시 완산구 효자동3가","063-270-8124","140"
"전북","전주.완주.임실","4571010154","대아","전주 서곡중학교 체육관","전라북도 전주시 완산구 효자동3가","063-277-7834","193"
"전북","전주.완주.임실","4571010154","대아","전주 화정초등학교 체육관","전라북도 전주시 덕진구 송천동2가","063-270-8403","148"
"전북","전주.완주.임실","4571010154","대아","전북 진북초등학교 체육관","전라북도 전주시 덕진구 진북동","063-252-1102","109"
"전북","전주.완주.임실","4571010154","대아","전주 중앙여자고등학교 체육관","전라북도 전주시 덕진구 인후동1가","063-240-1822","180"
"전북","전주.완주.임실","4571010154","대아","전주 전일초등학교 체육","전라북도 전주시 덕진구 진북동","063-251-7121","212"
"전북","전주.완주.임실","4571010154","대아","전주 오송초등학교 체육관","전라북도 전주시 덕진구 송천동2가","063-251-6473","187"
"전북","전주.완주.임실","4571010154","대아","전주 오송중학교 체육관","전라북도 전주시 덕진구 송천동2가","063-250-4304","138"
"전북","전주.완주.임실","4571010154","대아","전주 여자고등학교 체육관","전라북도 전주시 덕진구 인후동2가","063-710-5500","169"
"전북","전주.완주.임실","4571010154","대아","전북대학교병원","전라북도 전주시 덕진구 금암동","063-250-1114","999"
"전북","전주.완주.임실","4571010154","대아","고산중학교","전라북도 완주군 고산면 읍내리","063-262-4051","0"
"전북","전주.완주.임실","4571010154","대아","완주군청","전라북도 전주시 덕진구 인후동1가","063-290-2388",""
"전북","전주.완주.임실","4571010154","대아","고산중학교 체육관","전라북도 완주군 고산면 읍내리","063-263-4051","173"
"전북","전주.완주.임실","4571010154","대아","이리중학교","경상북도 김천시 평화동","063-841-5916","480"
"전북","전주.완주.임실","4571010154","대아","이일여자중학교","전라북도 익산시 인화동1가","063-858-1500","500"
"전북","전주.완주.임실","4571010154","대아","중앙초등학교","전라북도 익산시 갈산동","063-855-3137","460"
"전북","전주.완주.임실","4571010154","대아","동산초등학교","전라북도 익산시 동산동","063-857-6613","840"
"전북","전주.완주.임실","4571010154","대아","동남초등학교","전라북도 익산시 동산동","063-842-8294","520"
"전북","전주.완주.임실","4571010154","대아","해바라기 어린이집","전라북도 익산시 금강동","063-842-3554","50"
"전북","전주.완주.임실","4571010154","대아","치문초등학교","전라북도 김제시 백구면 유강리","063-542-2264","120"
"전북","전주.완주.임실","4571010154","대아","현대모비스","전라북도 김제시 백구면 반월리","063-545-3290","100"
"전북","전주.완주.임실","4571010154","대아","백구초등학교","전라북도 김제시 백구면 석담리","063-544-6704","140"
"전북","전주.완주.임실","4571010154","대아","춘포역","전라북도 익산시 춘포면 덕실리","","50"
"전북","전주.완주.임실","4571010154","대아","늘푸른 어린이집","전라북도 익산시 춘포면 덕실리","063-842-0227","50"
"전북","전주.완주.임실","4571010154","대아","신평경노회관","전라북도 완주군 삼례읍","063-834-2743","50"
"전북","전주.완주.임실","4571010154","대아","삼례공업고등학교","전라북도 완주군 삼례읍 후정리","063-291-4913","740"
"전북","전주.완주.임실","4571010154","대아","삼례초등학교 체육관","전라북도 완주군 삼례읍 후정리","063-291-2031","170"
"전북","전주.완주.임실","4571010154","대아","삼례여자고등학교","전라북도 완주군 삼례읍 삼례리","063-291-2976","160"
"전북","전주.완주.임실","4571010154","대아","삼례동초등학교","전라북도 완주군 삼례읍 석전리","063-261-1470","120"
